Textos_espanol,sdg
"Los pacifistas estadounidenses escucharon primera vez Mohandas Gandhi luchas Sudafrica India despues Primera Guerra Mundial. Aunque admiraban oposicion violencia, ambivalentes acerca resistencia noviolenta metodo cambio social. Como herederos Evangelio Social, temian boicots desobediencia civil carecieran espiritu amor buena voluntad hacia posible redencion social. Ademas, pacifistas estadounidenses vieron Gandhi traves propia lente cultural, vision menudo distorsionada ideas orientalistas Asia asiaticos. injusticia social, comenzaron reevaluar violencia Gandhi. En decada 1940, utilizaban accion directa violenta protestar discriminacion segregacion racial, violaciones libertades civiles carrera armamentos nucleares.",16
"Este articulo considera relacion derecho internacional medios comunicacion traves prisma derechos humanos. En primera seccion examina regulacion internacional medios emergen visiones buenos, malos nuevos medios. En segunda seccion, invierte indagacion articulo explora formas medios estan moldeando formas procesos legales internacionales campo derechos humanos. Esto denomina 'mediatizacion derecho internacional'. Sin embargo, pesar esperanzas nuevos medios Internet transformen derecho internacional, trabajo teorico Jodi Dean advierte peligro democracia mercantilizacion traves expansion “capitalismo comunicativo”.",16
"ResumenEl advenimiento universidades gerencialismo impulso responsabilidad individual traves sistemas gestion desempeno (PMS) polemico. Con implementacion PMS universidad sudafricana, directores academicos departamento (HoD) sido actores clave componente recompensa desempeno PMS. Este estudio, siguiendo diseno investigacion cualitativo descriptivo basado entrevistas profundidad, explora muestra experiencias percepciones jefes departamento sistema recompensas desempeno institucion. La mayoria participantes muestran escepticos respecto PMS, ven practica orientada negocios compatible naturaleza objetivos instituciones educacion superior (IES). Consideran estrategia recompensa solo efecto limitado promocion comportamiento alto rendimiento, sino tambien causa descontento debido inconsistencias implementacion, criterios adjudicacion nebulosos, falta transparencia calificaciones valor monetario insignificante recompensa.",7
"Los estudiosos mediacion conflictos internacionales avanzado ultimas dos decadas comprension produce mediacion exito. El marco racionalista permitido teoricos agudizar ampliar ideas iniciales, investigacion utiliza metodos cuantitativos sigue siendo parte importante campo. Obtener idea litigantes podrian usar mediacion manera falsa expandir alcance comparabilidad conjuntos datos mediacion impulsara estudio practica mediacion hacia terreno nuevo util. Palabras clave: mediacion, resolucion conflictos, pacificacion, negociacion, diplomacia, conflicto internacional, conflicto intraestatal, procesos paz",16
"El uso duras tecnicas interrogatorio sospechosos terrorismo suele justificarse motivos utilitarios. La presente investigacion sugiere, embargo, aquellos apoyan tales tecnicas estan motivados motivos retributivos. Un estudio experimental realizado amplia muestra nacional residentes EE. UU. encontro deseo interrogatorio duro gran medida isomorfo deseo castigar, ambos efectos estan mediados moral percibido objetivo, eficacia percibida objetivo. interrogatorio. Se discuten resultados respecto justicia retributiva politica nacional interrogatorio tortura.",7
"La Exencion 3 Ley Libertad Informacion establece agencia federal puede retener documento considerado divulgable estatuto diferente. Esa exencion menudo utilizada agencias estan involucradas practicas tradicionales seguridad nacional controvertidas tecnicas modernas vigilancia electronica generalizada, justificacion mantener secreto informacion practicas. Este articulo argumenta Exencion 3 inadvertidamente hecho establecimiento seguridad vigilancia mas reservado, creando presuncion casi irrefutable documentos deben ser revelados ciudadanos periodistas. La jurisprudencia excepcion 3 permitido precedentes secreto tecnicas vigilancia vieja escuela apliquen tecnicas mas generalizadas ejercidas agencias seguridad moderna.",16
"En 1972, gobierno britanico impuso gobierno directo, suspendiendo gobierno democracia Irlanda Norte. Esta situacion suele describirse “la ausencia politica”, significaba politica hacia medios. Donahoe argumenta desarrollo comunitario campo compromiso publico funciono llenar constructivamente vacio politico. El desarrollo comunitario surgio frente superposicion fuerzas destructivas, denominadas triple golpe: colapso economico, redesarrollo Problemas. Como cada fuerzas contribuyo desconfianza alienacion comunidades, proyectos desarrollo comunitario invirtieron personas barrios dentro comunidades. Era forma politica participativa continua desafiando politica representativa actualidad.",6
"La capacidad hidroelectrica existente concentra norte India region Himalaya (Figura 2.5). Solo logro 55% capacidad planificada 14 GW marco 10o Plan Quinquenal. La mayoria factores retrasan desarrollo proyectos hidroelectricos ahora abordado traves iniciativas legislativas politicas (Ramanathan Abeygunawardena, 2007).",7
"La rendicion cuentas acciones funcionarios gubernamentales fuertemente relacionada ejercicio autoridad gubernamental. En desempeno funciones realizar bienestar general, autoridad utilizada organos funcionarios gobierno basa disposiciones leyes reglamentos (principio legalidad). Sin embargo, raro tarea lleve cabo base autoridad discrecional. La libertad funcionarios gubernamentales tomar decisiones basadas autoridad discrecional gran potencial ser abusada, consecuencias punto vista derecho administrativo derecho penal. En practica, existe discrepancia encargados hacer cumplir ley comprension principios relacionados rendicion cuentas autoridad discrecional funcionarios gubernamentales.",16
"La disponibilidad dicha informacion particularmente crucial inversores potenciales, arrojara luz riesgos suministro recursos, reduciendo asi costos diligencia debida. Para garantizar discriminacion inversores extranjeros nacionales, informacion debe disponible varios idiomas, idealmente formato electronico tambien facilmente accesible pais. Sin embargo, red siempre ampliado dar cabida generacion electricidad limpia. De hecho, posible recursos energia renovable esten necesariamente ubicados cerca red existente.",16
"1. Gestion conflictos politica africana: enmarcando vinculos Terrence Lyons Gilbert M. Khadiagala Parte 1: nueva investigacion teoria negociacion 2. Poniendo prueba negociador practico: dos examenes propuesta formula-detalles Pamela Chasek Lynn Wagner 3 Negociaciones perversas: soborno, negociacion madurez Bertram I. Spector 4. Madurez revisada: peligros mediacion muscular Alan Kuperman Parte 2: relaciones internacionales Africa 5. La evolucion relaciones euroafricanas Gilbert M. Khadiagala 6. Post -Conflicto Guerra Fria Africa Occidental: ¿Un Sistema Estado Subordinado Colapso? Terrence Lyons Parte 3: Conflicto resolucion conflictos Africa 7. Condiciones exito mediacion: evaluacion iniciativas EE. UU. Sudan Liberia Donald Rothchild 8. Revision acuerdo independencia Zimbabue: raza, tierra, clase momentos maduros Fadzai Gwarazimba 9. Conflicto africano 'Medicina': ¿un cambio paradigma emergente resolucion conflictos africanos? Ben Fred-Mensah",16
"Por tanto, culpo politicas apoyo biocombustibles, utilizan principalmente transporte, picos precios alimentos 2007 2008 (OCDE, 2015). El cultivo cultivos alimentarios conversion biocombustible (p. ej., etanol) refineria (para posterior combustion planta energia) tendra diferentes impactos uso tierra cultivo cultivos lenosos combustion directa. Ademas, eficiencia procesos bioelectricidad varia: mientras cultivos lenosos producen mas biomasa unidad superficie cultivo alimentario maiz soja, procesos relacionados biocombustibles, combustion etanol, suelen convertir mayor porcentaje contenido energetico biomasa electricidad (Fthenakis Kim , 2009).",7
"Este capitulo presenta decision marco UE lucha terrorismo. La Union Europea basa valores universales dignidad humana, libertad, igualdad solidaridad, respeto derechos humanos libertades fundamentales. La Union Europea adoptado numerosas medidas especificas impacto terrorismo crimen organizado. La presente Decision Marco respeta derechos fundamentales garantizados Convenio Europeo Proteccion Derechos Humanos Libertades Fundamentales emergen tradiciones constitucionales comunes Estados miembros principios derecho comunitario. La UE adoptado decision marco 12 articulos. Los articulos centran delitos terrorismo derechos principios fundamentales, delitos relacionados grupo terrorista delitos vinculados actividades terroristas. Los articulos tambien tratan instigacion, ayuda instigacion tentativa, sanciones personas juridicas, jurisdiccion enjuiciamiento, ejecucion informes aplicacion territorial.Palabras clave: decision marco UE, derechos humanos, delitos terrorismo",16
"Este trabajo argumenta necesidad pensar concepto justicia global mas alla paradigmas tradicionales filosofia. Si queremos justicia global incluya individuo unico, entonces necesario repensar perspectiva tradicional domina discusion Derecho Internacional. Necesitamos reflexion critica modernidad globalizacion. Esta revision permitira proponer nueva Ilustracion capaz vincular orden global cosmopolitismo universalismo moral. El desafio construir globalizacion justa cada individuos. Estos individuos miembros nueva ciudadania global.",16
"Con crecientes oportunidades justicia introducidas derogacion leyes Punto Final Obediencia Debida 2005, luchas memoria justicia H.I.J.O.S. Argentina. (Hijos Hijas Identidad Justicia Olvido Silencio) cambiado enfoque. Antes 2005, organizacion utilizo escraches (manifestaciones publicas “desenmascara” perpetradores violaciones derechos humanos) responder problema impunidad arriba hacia abajo Argentina, condenar atrocidades exponer inmunidad legal disfrutan perpetradores Despues 2005, utilizado escraches poner manifiesto deficiencias ambito judicial ampliando seleccion objetivos. Ademas, nuevas actividades dentro sala audiencias reflejan nuevo panorama justicia, celebrando advenimiento justicia acompanando victimas, sobrevivientes testigos proceso mientras continuan destacando persistentes deficiencias obstaculos ambito judicial.Con nuevas oportunidades justicia...",6
